mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,Br,C,Cl,H,N,O,S,rdb,DBE,H/C,O/C,Ç¿¶È,N/C,KM,KMD
74.41,19329470,773.157533,773.157422,-0.111,-0.143,C49 H29 N2 O4 S2 ,0,49,0,29,2,4,2,36.5,36,0.591836735,0.081632653,,0.040816327,,
197.36,19329470,773.157533,773.157732,0.199,0.257,C39 H34 Cl N2 O11 S ,0,39,1,34,2,11,1,23.5,23,0.871794872,0.282051282,,0.051282051,,
351.43,19329470,773.157533,773.157314,-0.219,-0.284,C34 H48 Br2 Cl N2 O6 ,2,34,1,48,2,6,0,10.5,10,1.411764706,0.176470588,,0.058823529,,
167.31,25571720,773.193772,773.193808,0.036,0.046,C50 H33 N2 O3 S2 ,0,50,0,33,2,3,2,35.5,35,0.66,0.06,,0.04,,
373.07,25571720,773.193772,773.193699,-0.073,-0.094,C35 H52 Br2 Cl N2 O5 ,2,35,1,52,2,5,0,9.5,9,1.485714286,0.142857143,,0.057142857,,
373.32,25571720,773.193772,773.193763,-0.009,-0.012,C40 H56 Br3    ,3,40,0,56,0,0,0,11.5,11,1.4,0,,0,,
66.92,24203604,773.230093,773.229838,-0.255,-0.33,C37 H41 O18    ,0,37,0,41,0,18,0,17.5,17,1.108108108,0.486486486,,0,,
108.24,24203604,773.230093,773.230055,-0.039,-0.05,C30 H49 N2 O15 S3 ,0,30,0,49,2,15,3,7.5,7,1.633333333,0.5,,0.066666667,,
157.27,24203604,773.230093,773.230193,0.1,0.129,C51 H37 N2 O2 S2 ,0,51,0,37,2,2,2,34.5,34,0.725490196,0.039215686,,0.039215686,,
62.69,16273694,773.266441,773.266224,-0.217,-0.281,C38 H45 O17    ,0,38,0,45,0,17,0,16.5,16,1.184210526,0.447368421,,0,,
110.17,16273694,773.266441,773.26644,-0.001,-0.001,C31 H53 N2 O14 S3 ,0,31,0,53,2,14,3,6.5,6,1.709677419,0.451612903,,0.064516129,,
147.19,16273694,773.266441,773.266579,0.138,0.179,C52 H41 N2 O S2 ,0,52,0,41,2,1,2,33.5,33,0.788461538,0.019230769,,0.038461538,,
206,8569065,773.302694,773.302826,0.131,0.17,C32 H57 N2 O13 S3 ,0,32,0,57,2,13,3,5.5,5,1.78125,0.40625,,0.0625,,
225.93,8569065,773.302694,773.302609,-0.085,-0.11,C39 H49 O16    ,0,39,0,49,0,16,0,15.5,15,1.256410256,0.41025641,,0,,
297.38,8569065,773.302694,773.302964,0.27,0.349,C53 H45 N2 S2  ,0,53,0,45,2,0,2,32.5,32,0.849056604,0,,0.037735849,,
446.98,4072559,774.079891,774.08007,0.18,0.232,C44 H26 Br Cl N3 O4 ,1,44,1,26,3,4,0,32.5,32,0.590909091,0.090909091,,0.068181818,,
490.5,4072559,774.079891,774.080094,0.203,0.262,C28 H50 Br2 Cl4 N3 O S ,2,28,4,50,3,1,1,2.5,2,1.785714286,0.035714286,,0.107142857,,
497.45,4072559,774.079891,774.079707,-0.183,-0.237,C37 H36 Br Cl3 N O6 ,1,37,3,36,1,6,0,18.5,18,0.972972973,0.162162162,,0.027027027,,
155,5266436,774.152101,774.151803,-0.298,-0.385,C47 H24 N3 O9  ,0,47,0,24,3,9,0,37.5,37,0.510638298,0.191489362,,0.063829787,,
210.89,5266436,774.152101,774.152316,0.215,0.278,C34 H32 N O20  ,0,34,0,32,1,20,0,19.5,19,0.941176471,0.588235294,,0.029411765,,
492.15,5266436,774.152101,774.15186,-0.241,-0.312,C30 H45 Cl N O12 S4 ,0,30,1,45,1,12,4,8.5,8,1.5,0.4,,0.033333333,,
193.14,5645262,774.188649,774.188702,0.053,0.068,C35 H36 N O19  ,0,35,0,36,1,19,0,18.5,18,1.028571429,0.542857143,,0.028571429,,
491.83,5645262,774.188649,774.188245,-0.403,-0.521,C31 H49 Cl N O11 S4 ,0,31,1,49,1,11,4,7.5,7,1.580645161,0.35483871,,0.032258065,,
494.18,5645262,774.188649,774.188864,0.215,0.278,C40 H48 Br Cl3 N O3 ,1,40,3,48,1,3,0,15.5,15,1.2,0.075,,0.025,,
139.14,5875459,775.018775,775.018661,-0.114,-0.148,C21 H27 O27 S2 ,0,21,0,27,0,27,2,8.5,8,1.285714286,1.285714286,,0,,
225.35,5875459,775.018775,775.018799,0.024,0.032,C42 H15 O14 S  ,0,42,0,15,0,14,1,35.5,35,0.357142857,0.333333333,,0,,
338.23,5875459,775.018775,775.018674,-0.101,-0.131,C17 H32 Cl N4 O20 S4 ,0,17,1,32,4,20,4,3.5,3,1.882352941,1.176470588,,0.235294118,,
226.41,6700750,775.054783,775.054843,0.06,0.077,C25 H28 Cl N2 O22 S ,0,25,1,28,2,22,1,12.5,12,1.12,0.88,,0.08,,
378.64,6700750,775.054783,775.054981,0.199,0.257,C46 H16 Cl N2 O9 ,0,46,1,16,2,9,0,39.5,39,0.347826087,0.195652174,,0.043478261,,
410.55,6700750,775.054783,775.054672,-0.111,-0.143,C56 H11 N2 O2 S ,0,56,0,11,2,2,1,52.5,52,0.196428571,0.035714286,,0.035714286,,
204.5,5146136,775.177713,775.177735,0.022,0.029,C23 H40 Cl N4 O23 ,0,23,1,40,4,23,0,5.5,5,1.739130435,1,,0.173913043,,
280.44,5146136,775.177713,775.177564,-0.149,-0.192,C54 H23 N4 O3  ,0,54,0,23,4,3,0,45.5,45,0.425925926,0.055555556,,0.074074074,,
336.82,5146136,775.177713,775.177714,0.002,0.002,C34 H41 Cl2 O16 ,0,34,2,41,0,16,0,13.5,13,1.205882353,0.470588235,,0,,
67.62,22562228,775.245453,775.245488,0.035,0.045,C37 H43 O18    ,0,37,0,43,0,18,0,16.5,16,1.162162162,0.486486486,,0,,
117.42,22562228,775.245453,775.245705,0.251,0.324,C30 H51 N2 O15 S3 ,0,30,0,51,2,15,3,6.5,6,1.7,0.5,,0.066666667,,
129.27,22562228,775.245453,775.245192,-0.262,-0.338,C43 H43 N4 O4 S3 ,0,43,0,43,4,4,3,24.5,24,1,0.093023256,,0.093023256,,
62.57,14042494,775.281618,775.281874,0.256,0.33,C38 H47 O17    ,0,38,0,47,0,17,0,15.5,15,1.236842105,0.447368421,,0,,
80.74,14042494,775.281618,775.281222,-0.396,-0.511,C30 H51 N2 O19 S ,0,30,0,51,2,19,1,6.5,6,1.7,0.633333333,,0.066666667,,
113.47,14042494,775.281618,775.281361,-0.257,-0.332,C51 H39 N2 O6  ,0,51,0,39,2,6,0,33.5,33,0.764705882,0.117647059,,0.039215686,,
424.21,6441162,776.095699,776.095744,0.044,0.057,C28 H52 Br2 Cl4 N3 O S ,2,28,4,52,3,1,1,1.5,1,1.857142857,0.035714286,,0.107142857,,
427.56,6441162,776.095699,776.09572,0.021,0.027,C44 H28 Br Cl N3 O4 ,1,44,1,28,3,4,0,31.5,31,0.636363636,0.090909091,,0.068181818,,
447.43,6441162,776.095699,776.095574,-0.125,-0.162,C30 H46 Br Cl3 N3 O3 S3 ,1,30,3,46,3,3,3,7.5,7,1.533333333,0.1,,0.1,,
418.72,4360382,776.104105,776.104065,-0.041,-0.052,C56 H14 N3 O3  ,0,56,0,14,3,3,0,51.5,51,0.25,0.053571429,,0.053571429,,
460.7,4360382,776.104105,776.10381,-0.296,-0.381,C27 H51 Br2 Cl3 N3 O4 S ,2,27,3,51,3,4,1,1.5,1,1.888888889,0.148148148,,0.111111111,,
486.89,4360382,776.104105,776.104122,0.016,0.021,C39 H35 Cl N O6 S4 ,0,39,1,35,1,6,4,22.5,22,0.897435897,0.153846154,,0.025641026,,
273.64,6463624,776.140082,776.14045,0.368,0.475,C57 H18 N3 O2  ,0,57,0,18,3,2,0,50.5,50,0.315789474,0.035087719,,0.052631579,,
349.79,6463624,776.140082,776.140312,0.23,0.296,C36 H30 N3 O15 S ,0,36,0,30,3,15,1,23.5,23,0.833333333,0.416666667,,0.083333333,,
371.52,6463624,776.140082,776.140304,0.222,0.286,C43 H36 Cl2 N3 O S3 ,0,43,2,36,3,1,3,26.5,26,0.837209302,0.023255814,,0.069767442,,
199.92,5335135,776.168159,776.167966,-0.193,-0.248,C34 H34 N O20  ,0,34,0,34,1,20,0,18.5,18,1,0.588235294,,0.029411765,,
458.81,5335135,776.168159,776.168491,0.333,0.428,C46 H36 Br Cl N3 O2 ,1,46,1,36,3,2,0,29.5,29,0.782608696,0.043478261,,0.065217391,,
475.27,5335135,776.168159,776.168128,-0.031,-0.039,C39 H46 Br Cl3 N O4 ,1,39,3,46,1,4,0,15.5,15,1.179487179,0.102564103,,0.025641026,,
287.78,9629778,776.176535,776.176697,0.162,0.209,C37 H34 N3 O14 S ,0,37,0,34,3,14,1,22.5,22,0.918918919,0.378378378,,0.081081081,,
347.55,9629778,776.176535,776.176836,0.301,0.388,C58 H22 N3 O   ,0,58,0,22,3,1,0,49.5,49,0.379310345,0.017241379,,0.051724138,,
411.02,9629778,776.176535,776.176614,0.08,0.102,C28 H56 Br Cl N O8 S4 ,1,28,1,56,1,8,4,0.5,0,2,0.285714286,,0.035714286,,
469.09,4313129,776.20485,776.204877,0.027,0.035,C47 H40 Br Cl N3 O ,1,47,1,40,3,1,0,28.5,28,0.85106383,0.021276596,,0.063829787,,
472.84,4313129,776.20485,776.204514,-0.336,-0.433,C40 H50 Br Cl3 N O3 ,1,40,3,50,1,3,0,14.5,14,1.25,0.075,,0.025,,
479.12,4313129,776.20485,776.20473,-0.12,-0.154,C33 H58 Br Cl3 N3 S3 ,1,33,3,58,3,0,3,4.5,4,1.757575758,0,,0.090909091,,
211.04,8790045,776.212781,776.213083,0.302,0.388,C38 H38 N3 O13 S ,0,38,0,38,3,13,1,21.5,21,1,0.342105263,,0.078947368,,
304.6,8790045,776.212781,776.21241,-0.371,-0.478,C41 H43 Cl N O8 S2 ,0,41,1,43,1,8,2,20.5,20,1.048780488,0.195121951,,0.024390244,,
363.74,8790045,776.212781,776.213221,0.44,0.567,C59 H26 N3     ,0,59,0,26,3,0,0,48.5,48,0.440677966,0,,0.050847458,,
211,4993011,776.241035,776.240737,-0.298,-0.384,C36 H42 N O18  ,0,36,0,42,1,18,0,16.5,16,1.166666667,0.5,,0.027777778,,
471,4993011,776.241035,776.241262,0.227,0.293,C48 H44 Br Cl N3 ,1,48,1,44,3,0,0,27.5,27,0.916666667,0,,0.0625,,
484.05,4993011,776.241035,776.240899,-0.136,-0.175,C41 H54 Br Cl3 N O2 ,1,41,3,54,1,2,0,13.5,13,1.317073171,0.048780488,,0.024390244,,
226.41,6935336,777.070341,777.070493,0.152,0.195,C25 H30 Cl N2 O22 S ,0,25,1,30,2,22,1,11.5,11,1.2,0.88,,0.08,,
417.81,6935336,777.070341,777.070268,-0.072,-0.093,C39 H28 Cl3 O11 ,0,39,3,28,0,11,0,24.5,24,0.717948718,0.282051282,,0,,
419.82,6935336,777.070341,777.070175,-0.166,-0.213,C42 H31 Cl2 N2 O S4 ,0,42,2,31,2,1,4,27.5,27,0.738095238,0.023809524,,0.047619048,,
328.84,6257393,777.107191,777.107082,-0.11,-0.141,C23 H37 O25 S2 ,0,23,0,37,0,25,2,5.5,5,1.608695652,1.086956522,,0,,
452.07,6257393,777.107191,777.107095,-0.097,-0.124,C19 H42 Cl N4 O18 S4 ,0,19,1,42,4,18,4,0.5,0,2.210526316,0.947368421,,0.210526316,,
487.13,6257393,777.107191,777.107244,0.053,0.068,C28 H49 Br Cl3 O9 S2 ,1,28,3,49,0,9,2,2.5,2,1.75,0.321428571,,0,,
123.53,16816870,777.115494,777.1153,-0.195,-0.251,C39 H29 N4 O8 S3 ,0,39,0,29,4,8,3,27.5,27,0.743589744,0.205128205,,0.102564103,,
127.51,16816870,777.115494,777.115596,0.102,0.131,C33 H29 O22    ,0,33,0,29,0,22,0,19.5,19,0.878787879,0.666666667,,0,,
177.57,16816870,777.115494,777.115748,0.254,0.326,C50 H22 Cl N4 O2 S ,0,50,1,22,4,2,1,41.5,41,0.44,0.04,,0.08,,
69.65,23313072,777.15191,777.151982,0.072,0.093,C34 H33 O21    ,0,34,0,33,0,21,0,18.5,18,0.970588235,0.617647059,,0,,
87.19,23313072,777.15191,777.151685,-0.224,-0.289,C40 H33 N4 O7 S3 ,0,40,0,33,4,7,3,26.5,26,0.825,0.175,,0.1,,
182.43,23313072,777.15191,777.152133,0.224,0.288,C51 H26 Cl N4 O S ,0,51,1,26,4,1,1,40.5,40,0.509803922,0.019607843,,0.078431373,,
31.2,27359866,777.188264,777.188367,0.103,0.132,C35 H37 O20    ,0,35,0,37,0,20,0,17.5,17,1.057142857,0.571428571,,0,,
49.79,27359866,777.188264,777.188584,0.319,0.411,C28 H45 N2 O17 S3 ,0,28,0,45,2,17,3,7.5,7,1.607142857,0.607142857,,0.071428571,,
64.85,27359866,777.188264,777.188071,-0.194,-0.249,C41 H37 N4 O6 S3 ,0,41,0,37,4,6,3,25.5,25,0.902439024,0.146341463,,0.097560976,,
196.11,4421219,777.203628,777.203806,0.178,0.229,C33 H48 Br Cl2 N4 O8 ,1,33,2,48,4,8,0,10.5,10,1.454545455,0.242424242,,0.121212121,,
225.7,4421219,777.203628,777.203623,-0.005,-0.006,C39 H37 O17    ,0,39,0,37,0,17,0,21.5,21,0.948717949,0.435897436,,0,,
229.42,4421219,777.203628,777.203786,0.157,0.202,C44 H49 Br Cl3 O ,1,44,3,49,0,1,0,18.5,18,1.113636364,0.022727273,,0,,
47.68,29080132,777.224743,777.224969,0.227,0.291,C29 H49 N2 O16 S3 ,0,29,0,49,2,16,3,6.5,6,1.689655172,0.551724138,,0.068965517,,
63.5,29080132,777.224743,777.224753,0.01,0.013,C36 H41 O19    ,0,36,0,41,0,19,0,16.5,16,1.138888889,0.527777778,,0,,
91.37,29080132,777.224743,777.224456,-0.287,-0.369,C42 H41 N4 O5 S3 ,0,42,0,41,4,5,3,24.5,24,0.976190476,0.119047619,,0.095238095,,
62.91,19618318,777.261114,777.261138,0.024,0.031,C37 H45 O18    ,0,37,0,45,0,18,0,15.5,15,1.216216216,0.486486486,,0,,
108.47,19618318,777.261114,777.261355,0.24,0.309,C30 H53 N2 O15 S3 ,0,30,0,53,2,15,3,5.5,5,1.766666667,0.5,,0.066666667,,
139.87,19618318,777.261114,777.260842,-0.273,-0.351,C43 H45 N4 O4 S3 ,0,43,0,45,4,4,3,23.5,23,1.046511628,0.093023256,,0.093023256,,
201.52,8714712,777.297581,777.29774,0.16,0.205,C31 H57 N2 O14 S3 ,0,31,0,57,2,14,3,4.5,4,1.838709677,0.451612903,,0.064516129,,
220.59,8714712,777.297581,777.297524,-0.057,-0.073,C38 H49 O17    ,0,38,0,49,0,17,0,14.5,14,1.289473684,0.447368421,,0,,
266.53,8714712,777.297581,777.297227,-0.354,-0.455,C44 H49 N4 O3 S3 ,0,44,0,49,4,3,3,22.5,22,1.113636364,0.068181818,,0.090909091,,
157.27,11792253,779.095018,779.094861,-0.157,-0.202,C32 H27 O23    ,0,32,0,27,0,23,0,19.5,19,0.84375,0.71875,,0,,
165.38,11792253,779.095018,779.095077,0.059,0.076,C25 H35 N2 O20 S3 ,0,25,0,35,2,20,3,9.5,9,1.4,0.8,,0.08,,
185.79,11792253,779.095018,779.095013,-0.005,-0.007,C49 H20 Cl N4 O3 S ,0,49,1,20,4,3,1,41.5,41,0.408163265,0.06122449,,0.081632653,,
166.83,18550600,779.131463,779.131463,0,0,C26 H39 N2 O19 S3 ,0,26,0,39,2,19,3,8.5,8,1.5,0.730769231,,0.076923077,,
263.46,18550600,779.131463,779.131602,0.139,0.178,C47 H27 N2 O6 S2 ,0,47,0,27,2,6,2,35.5,35,0.574468085,0.127659574,,0.042553191,,
271.22,18550600,779.131463,779.131398,-0.065,-0.083,C50 H24 Cl N4 O2 S ,0,50,1,24,4,2,1,40.5,40,0.48,0.04,,0.08,,
58.73,25186066,779.167883,779.167848,-0.035,-0.045,C27 H43 N2 O18 S3 ,0,27,0,43,2,18,3,7.5,7,1.592592593,0.666666667,,0.074074074,,
148.33,25186066,779.167883,779.167987,0.104,0.133,C48 H31 N2 O5 S2 ,0,48,0,31,2,5,2,34.5,34,0.645833333,0.104166667,,0.041666667,,
256.68,25186066,779.167883,779.167784,-0.1,-0.128,C51 H28 Cl N4 O S ,0,51,1,28,4,1,1,39.5,39,0.549019608,0.019607843,,0.078431373,,
35.01,30314204,779.204321,779.204234,-0.087,-0.111,C28 H47 N2 O17 S3 ,0,28,0,47,2,17,3,6.5,6,1.678571429,0.607142857,,0.071428571,,
156.84,30314204,779.204321,779.204373,0.052,0.067,C49 H35 N2 O4 S2 ,0,49,0,35,2,4,2,33.5,33,0.714285714,0.081632653,,0.040816327,,
186.24,30314204,779.204321,779.204169,-0.151,-0.194,C52 H32 Cl N4 S ,0,52,1,32,4,0,1,38.5,38,0.615384615,0,,0.076923077,,
38.86,24784550,779.240709,779.240619,-0.09,-0.116,C29 H51 N2 O16 S3 ,0,29,0,51,2,16,3,5.5,5,1.75862069,0.551724138,,0.068965517,,
142.45,24784550,779.240709,779.240758,0.049,0.063,C50 H39 N2 O3 S2 ,0,50,0,39,2,3,2,32.5,32,0.78,0.06,,0.04,,
262.22,24784550,779.240709,779.240416,-0.294,-0.377,C32 H48 Cl N4 O12 S2 ,0,32,1,48,4,12,2,10.5,10,1.5,0.375,,0.125,,
63.43,14184049,779.277153,779.276788,-0.365,-0.468,C37 H47 O18    ,0,37,0,47,0,18,0,14.5,14,1.27027027,0.486486486,,0,,
101.53,14184049,779.277153,779.277005,-0.148,-0.19,C30 H55 N2 O15 S3 ,0,30,0,55,2,15,3,4.5,4,1.833333333,0.5,,0.066666667,,
151.48,14184049,779.277153,779.277144,-0.009,-0.012,C51 H43 N2 O2 S2 ,0,51,0,43,2,2,2,31.5,31,0.843137255,0.039215686,,0.039215686,,
184.7,4141495,782.923973,782.923972,-0.001,-0.001,C31 H11 O21 S2 ,0,31,0,11,0,21,2,26.5,26,0.35483871,0.677419355,,0,,
270.38,4141495,782.923973,782.923985,0.012,0.016,C27 H16 Cl N4 O14 S4 ,0,27,1,16,4,14,4,21.5,21,0.592592593,0.518518519,,0.148148148,,
308.23,4141495,782.923973,782.924078,0.105,0.135,C24 H13 Cl2 N2 O24 ,0,24,2,13,2,24,0,18.5,18,0.541666667,1,,0.083333333,,
235.59,4358440,783.023896,783.023885,-0.011,-0.014,C44 H15 O13 S  ,0,44,0,15,0,13,1,37.5,37,0.340909091,0.295454545,,0,,
253.12,4358440,783.023896,783.023921,0.025,0.032,C24 H44 Br Cl4 N4 O3 S4 ,1,24,4,44,4,3,4,2.5,2,1.833333333,0.125,,0.166666667,,
281.12,4358440,783.023896,783.023769,-0.127,-0.163,C36 H40 Br2 Cl3 O S ,2,36,3,40,0,1,1,14.5,14,1.111111111,0.027777778,,0,,
199.78,4913658,785.039081,785.039256,0.176,0.224,C31 H30 Br O17 S ,1,31,0,30,0,17,1,16.5,16,0.967741935,0.548387097,,0,,
225.81,4913658,785.039081,785.039185,0.104,0.133,C33 H32 Cl3 N2 O8 S3 ,0,33,3,32,2,8,3,17.5,17,0.96969697,0.242424242,,0.060606061,,
246.68,4913658,785.039081,785.039269,0.189,0.24,C27 H35 Br Cl N4 O10 S3 ,1,27,1,35,4,10,3,11.5,11,1.296296296,0.37037037,,0.148148148,,
218.86,5608902,785.076022,785.07588,-0.142,-0.181,C24 H41 Cl4 N2 O14 S2 ,0,24,4,41,2,14,2,3.5,3,1.708333333,0.583333333,,0.083333333,,
248.07,5608902,785.076022,785.075944,-0.079,-0.1,C29 H45 Br Cl3 O9 S2 ,1,29,3,45,0,9,2,5.5,5,1.551724138,0.310344828,,0,,
273.82,5608902,785.076022,785.075957,-0.066,-0.084,C25 H50 Br Cl4 N4 O2 S4 ,1,25,4,50,4,2,4,0.5,0,2,0.08,,0.16,,
254.53,5129620,785.112336,785.112167,-0.169,-0.215,C25 H37 O24 S2 ,0,25,0,37,0,24,2,7.5,7,1.48,0.96,,0,,
381.78,5129620,785.112336,785.112319,-0.017,-0.022,C42 H30 Cl N4 O4 S3 ,0,42,1,30,4,4,3,29.5,29,0.714285714,0.095238095,,0.095238095,,
407,5129620,785.112336,785.11218,-0.156,-0.199,C21 H42 Cl N4 O17 S4 ,0,21,1,42,4,17,4,2.5,2,2,0.80952381,,0.19047619,,
206.7,4662106,786.999817,786.99983,0.013,0.016,C24 H20 Cl N2 O26 ,0,24,1,20,2,26,0,15.5,15,0.833333333,1.083333333,,0.083333333,,
261.23,4662106,786.999817,786.999876,0.059,0.074,C48 H11 N4 O3 S3 ,0,48,0,11,4,3,3,45.5,45,0.229166667,0.0625,,0.083333333,,
283.12,4662106,786.999817,786.999659,-0.158,-0.201,C55 H3 N2 O6   ,0,55,0,3,2,6,0,55.5,55,0.054545455,0.109090909,,0.036363636,,
188.68,4551488,787.018908,787.018831,-0.077,-0.098,C20 H33 Br Cl O25 ,1,20,1,33,0,25,0,3.5,3,1.65,1.25,,0,,
230.74,4551488,787.018908,787.018799,-0.108,-0.137,C43 H15 O14 S  ,0,43,0,15,0,14,1,36.5,36,0.348837209,0.325581395,,0,,
243.02,4551488,787.018908,787.018812,-0.095,-0.121,C39 H20 Cl N4 O7 S3 ,0,39,1,20,4,7,3,31.5,31,0.512820513,0.179487179,,0.102564103,,
149.55,3954447,787.054988,787.055046,0.058,0.074,C23 H31 O26 S2 ,0,23,0,31,0,26,2,8.5,8,1.347826087,1.130434783,,0,,
230.28,3954447,787.054988,787.054843,-0.146,-0.185,C26 H28 Cl N2 O22 S ,0,26,1,28,2,22,1,13.5,13,1.076923077,0.846153846,,0.076923077,,
296.16,3954447,787.054988,787.054981,-0.007,-0.009,C47 H16 Cl N2 O9 ,0,47,1,16,2,9,0,40.5,40,0.340425532,0.191489362,,0.042553191,,
239.17,4825859,787.063467,787.063264,-0.203,-0.258,C39 H23 N4 O9 S3 ,0,39,0,23,4,9,3,30.5,30,0.58974359,0.230769231,,0.102564103,,
260.11,4825859,787.063467,787.063574,0.106,0.135,C29 H28 Cl N4 O16 S2 ,0,29,1,28,4,16,2,17.5,17,0.965517241,0.551724138,,0.137931034,,
372.16,4825859,787.063467,787.063553,0.086,0.109,C40 H29 Cl2 O9 S2 ,0,40,2,29,0,9,2,25.5,25,0.725,0.225,,0,,
131.28,8383185,787.099917,787.100163,0.246,0.312,C27 H35 N2 O19 S3 ,0,27,0,35,2,19,3,11.5,11,1.296296296,0.703703704,,0.074074074,,
204.05,8383185,787.099917,787.099946,0.029,0.037,C34 H27 O22    ,0,34,0,27,0,22,0,21.5,21,0.794117647,0.647058824,,0,,
241.75,8383185,787.099917,787.100098,0.181,0.23,C51 H20 Cl N4 O2 S ,0,51,1,20,4,2,1,43.5,43,0.392156863,0.039215686,,0.078431373,,
128.41,10633887,787.136119,787.135896,-0.223,-0.283,C20 H43 N4 O20 S4 ,0,20,0,43,4,20,4,1.5,1,2.15,1,,0.2,,
133.9,10633887,787.136119,787.136035,-0.084,-0.107,C41 H31 N4 O7 S3 ,0,41,0,31,4,7,3,28.5,28,0.756097561,0.170731707,,0.097560976,,
181.01,10633887,787.136119,787.136332,0.212,0.27,C35 H31 O21    ,0,35,0,31,0,21,0,20.5,20,0.885714286,0.6,,0,,
67.09,15565422,787.172611,787.172717,0.106,0.135,C36 H35 O20    ,0,36,0,35,0,20,0,19.5,19,0.972222222,0.555555556,,0,,
144.11,15565422,787.172611,787.172421,-0.19,-0.242,C42 H35 N4 O6 S3 ,0,42,0,35,4,6,3,27.5,27,0.833333333,0.142857143,,0.095238095,,
265.64,15565422,787.172611,787.172869,0.258,0.328,C53 H28 Cl N4 S ,0,53,1,28,4,0,1,41.5,41,0.528301887,0,,0.075471698,,
73.25,15725116,787.20904,787.209103,0.063,0.08,C37 H39 O19    ,0,37,0,39,0,19,0,18.5,18,1.054054054,0.513513514,,0,,
110.14,15725116,787.20904,787.209319,0.279,0.355,C30 H47 N2 O16 S3 ,0,30,0,47,2,16,3,8.5,8,1.566666667,0.533333333,,0.066666667,,
150.54,15725116,787.20904,787.208806,-0.234,-0.297,C43 H39 N4 O5 S3 ,0,43,0,39,4,5,3,26.5,26,0.906976744,0.11627907,,0.093023256,,
65.36,12673546,787.245316,787.245488,0.172,0.219,C38 H43 O18    ,0,38,0,43,0,18,0,17.5,17,1.131578947,0.473684211,,0,,
102.65,12673546,787.245316,787.244975,-0.341,-0.433,C51 H35 N2 O7  ,0,51,0,35,2,7,0,35.5,35,0.68627451,0.137254902,,0.039215686,,
134.13,12673546,787.245316,787.245192,-0.124,-0.158,C44 H43 N4 O4 S3 ,0,44,0,43,4,4,3,25.5,25,0.977272727,0.090909091,,0.090909091,,
197.35,9503193,787.281547,787.281222,-0.325,-0.413,C31 H51 N2 O19 S ,0,31,0,51,2,19,1,7.5,7,1.64516129,0.612903226,,0.064516129,,
226.33,9503193,787.281547,787.281874,0.326,0.415,C39 H47 O17    ,0,39,0,47,0,17,0,16.5,16,1.205128205,0.435897436,,0,,
268.9,9503193,787.281547,787.281361,-0.187,-0.237,C52 H39 N2 O6  ,0,52,0,39,2,6,0,34.5,34,0.75,0.115384615,,0.038461538,,
211.35,4399527,787.318211,787.318476,0.264,0.336,C33 H59 N2 O13 S3 ,0,33,0,59,2,13,3,5.5,5,1.787878788,0.393939394,,0.060606061,,
231.94,4399527,787.318211,787.318259,0.048,0.061,C40 H51 O16    ,0,40,0,51,0,16,0,15.5,15,1.275,0.4,,0,,
277.38,4399527,787.318211,787.317963,-0.249,-0.316,C46 H51 N4 O2 S3 ,0,46,0,51,4,2,3,23.5,23,1.108695652,0.043478261,,0.086956522,,
198.34,6012251,788.131452,788.131581,0.128,0.163,C34 H30 N O21  ,0,34,0,30,1,21,0,20.5,20,0.882352941,0.617647059,,0.029411765,,
482.53,6012251,788.131452,788.131263,-0.189,-0.24,C51 H31 Cl N S3 ,0,51,1,31,1,0,3,36.5,36,0.607843137,0,,0.019607843,,
483.61,6012251,788.131452,788.131743,0.291,0.369,C39 H42 Br Cl3 N O5 ,1,39,3,42,1,5,0,17.5,17,1.076923077,0.128205128,,0.025641026,,
453.61,4028713,788.168339,788.168491,0.152,0.193,C47 H36 Br Cl N3 O2 ,1,47,1,36,3,2,0,30.5,30,0.765957447,0.042553191,,0.063829787,,
486.13,4028713,788.168339,788.168345,0.005,0.007,C33 H54 Br Cl3 N3 O S3 ,1,33,3,54,3,1,3,6.5,6,1.636363636,0.03030303,,0.090909091,,
486.41,4028713,788.168339,788.168128,-0.211,-0.268,C40 H46 Br Cl3 N O4 ,1,40,3,46,1,4,0,16.5,16,1.15,0.1,,0.025,,
70.71,15677306,789.261156,789.261138,-0.017,-0.022,C38 H45 O18    ,0,38,0,45,0,18,0,16.5,16,1.184210526,0.473684211,,0,,
110.55,15677306,789.261156,789.261355,0.199,0.252,C31 H53 N2 O15 S3 ,0,31,0,53,2,15,3,6.5,6,1.709677419,0.483870968,,0.064516129,,
148.91,15677306,789.261156,789.260842,-0.314,-0.398,C44 H45 N4 O4 S3 ,0,44,0,45,4,4,3,24.5,24,1.022727273,0.090909091,,0.090909091,,
100.84,7878475,789.297629,789.297524,-0.105,-0.133,C39 H49 O17    ,0,39,0,49,0,17,0,15.5,15,1.256410256,0.435897436,,0,,
126.64,7878475,789.297629,789.297879,0.25,0.317,C53 H45 N2 O S2 ,0,53,0,45,2,1,2,32.5,32,0.849056604,0.018867925,,0.037735849,,
142.56,7878475,789.297629,789.29774,0.111,0.141,C32 H57 N2 O14 S3 ,0,32,0,57,2,14,3,5.5,5,1.78125,0.4375,,0.0625,,
266.19,5540586,790.155517,790.155289,-0.228,-0.289,C40 H37 Cl N O10 S2 ,0,40,1,37,1,10,2,22.5,22,0.925,0.25,,0.025,,
